,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,SPY,SPY,SPY,SPY,SPY,SPY,SPY,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
timestamp,,,,,,,,,,,,,,,,,,,,,
2022-08-17 04:00:00+00:00,172.77,176.15,172.57,174.55,79518845,686286,174.313399,425.91,429.5,424.54,426.65,63266564,451881,426.965059,910.19,928.97,900.1,911.99,22910203,611288,912.866741
2022-08-18 04:00:00+00:00,173.75,174.9,173.12,174.15,62290075,545655,174.13665,426.86,428.61,425.5,427.89,47948507,331980,427.137042,918.0,919.5,905.56,908.61,15833512,490140,912.705837
2022-08-19 04:00:00+00:00,173.03,173.74,171.3101,171.52,70346195,573126,172.230161,425.01,425.26,421.22,422.14,67861630,438953,423.097019,897.0,901.08,877.5,890.0,20465129,589024,887.067073
2022-08-22 04:00:00+00:00,169.69,169.86,167.135,167.57,69077923,620801,168.268178,417.05,417.23,412.4,413.35,77604197,484052,415.048519,875.74,877.2,858.89,869.74,18614449,587357,867.328045
2022-08-23 04:00:00+00:00,167.08,168.71,166.65,167.23,54147178,494686,167.623143,412.9,415.42,411.77,412.35,48952606,389397,413.095826,874.36,896.4799,863.77,889.36,21328348,576125,884.370304
2022-08-24 04:00:00+00:00,167.32,168.11,166.245,167.53,53841524,476970,167.314378,412.11,415.1101,411.39,413.67,48983049,334281,413.383226,892.69,910.94,889.5,891.29,19089280,594436,900.3355
2022-08-25 04:00:00+00:00,168.78,170.14,168.35,170.03,51218110,465398,169.350322,415.2301,419.56,414.09,419.51,48816114,338000,416.816182,302.36,302.96,291.6,296.07,53254602,1041465,295.53456
2022-08-26 04:00:00+00:00,170.57,171.05,163.56,163.62,78960320,722008,165.999646,419.39,419.96,405.25,405.31,102743389,669874,410.796242,297.43,302.0,287.47,288.09,57216420,984030,292.622233
2022-08-29 04:00:00+00:00,161.145,162.9,159.82,161.38,73313953,640593,161.529078,402.2,405.84,401.1999,402.63,65225959,489086,403.552893,282.83,287.74,280.7,284.82,41881560,693163,284.40533
2022-08-30 04:00:00+00:00,162.13,162.56,157.72,158.91,77896533,644584,159.292663,403.85,404.1,396.0,398.21,85326406,607506,399.084888,287.865,288.48,272.65,277.7,50539842,827061,279.439363
2022-08-31 04:00:00+00:00,160.305,160.58,157.14,157.22,87944856,606474,158.397062,399.93,401.24,395.04,395.18,75597377,500607,397.214138,280.62,281.25,271.81,275.61,52119181,756656,276.374945
2022-09-01 04:00:00+00:00,156.64,158.42,154.67,157.96,74224560,654608,156.523257,392.89,396.78,390.04,396.42,78315802,594723,393.055687,272.575,277.58,266.15,277.16,54291288,836006,271.385916
2022-09-02 04:00:00+00:00,159.75,160.362,154.965,155.81,77074411,646141,157.651625,400.28,401.555,390.33,392.24,98944421,637607,395.381705,281.065,282.35,269.08,270.21,50881967,760219,274.582276
2022-09-06 04:00:00+00:00,156.47,157.09,153.69,154.53,73679935,687134,155.011928,393.13,394.12,388.42,390.76,75551777,552658,391.263275,272.675,275.99,265.74,274.42,55838296,852459,272.124079
2022-09-07 04:00:00+00:00,154.825,156.67,153.61,155.96,87554883,696544,155.30464,390.43,398.59,390.2,397.78,70572980,486383,395.276386,273.1,283.84,272.27,283.7,50022019,716948,279.912686
2022-09-08 04:00:00+00:00,154.64,156.36,152.68,154.46,84907744,696902,154.394609,395.39,400.86,394.12,400.38,80177250,549029,398.315491,281.3,289.5,279.76,289.26,53649983,712036,286.100932
2022-09-09 04:00:00+00:00,155.47,157.82,154.75,157.37,68081006,532851,156.6625,402.74,407.51,402.46,406.6,76514124,483283,405.48584,291.67,299.85,291.245,299.68,54470854,781284,297.338013
2022-09-12 04:00:00+00:00,159.59,164.26,159.3,163.43,104955951,801510,162.47635,408.78,411.73,408.46,410.97,68747117,487301,410.159991,300.72,305.49,300.4,304.42,48674604,766855,303.612681
2022-09-13 04:00:00+00:00,159.9,160.54,153.37,153.84,122534825,1016901,156.155955,401.83,403.1,391.92,393.1,122318529,789029,398.857113,292.9,297.3999,290.4,292.13,68179919,984312,293.862959
2022-09-14 04:00:00+00:00,154.8,157.1,153.6106,155.31,87944110,715880,155.261313,394.47,396.2,391.12,394.6,84570857,538311,393.83994,292.24,306.0,291.64,302.61,72625541,951692,300.535495
2022-09-15 04:00:00+00:00,154.65,155.24,151.38,152.37,90353619,740014,153.00688,392.96,395.96,388.78,390.12,87043825,604103,392.011342,301.825,309.12,300.7247,303.75,64753908,854631,304.866658
2022-09-16 04:00:00+00:00,151.21,151.35,148.37,150.7,163574426,850046,150.227405,384.14,386.25,382.11,385.56,102473759,669360,384.602012,299.605,303.71,295.6005,303.35,87168238,757459,300.620806
2022-09-19 04:00:00+00:00,149.31,154.56,149.1,154.48,81474348,671956,152.55427,382.26,388.55,382.1784,388.55,72766494,492471,386.239339,300.09,309.84,297.8,309.07,60240729,842284,306.320687
2022-09-20 04:00:00+00:00,153.4,158.08,153.08,156.9,107735196,792171,156.132043,385.06,386.12,381.195,384.09,76685764,555454,384.152364,306.91,313.33,305.58,308.73,61689176,819819,309.30429
2022-09-21 04:00:00+00:00,157.34,158.74,153.6,153.72,101661132,784630,156.295816,386.11,389.31,377.38,377.39,104302139,807310,383.197346,308.29,313.8,300.63,300.8,62552372,836954,307.540263
2022-09-22 04:00:00+00:00,152.38,154.47,150.91,152.74,86641985,686764,152.570886,376.58,378.3,373.44,374.22,88922900,630401,375.330794,299.86,301.29,285.82,288.59,70549440,1085905,291.596195
2022-09-23 04:00:00+00:00,151.19,151.47,148.56,150.43,96029452,766882,150.022174,370.58,370.62,363.29,367.95,121574096,838774,367.579806,283.09,284.5,272.82,275.33,63794409,1057063,276.647598
2022-09-26 04:00:00+00:00,149.66,153.7701,149.64,150.77,93339409,747666,151.522153,366.41,370.21,363.0299,364.31,91731346,633024,365.928441,271.83,284.09,270.31,276.01,58306430,909217,278.24089
2022-09-27 04:00:00+00:00,152.74,154.72,149.945,151.76,84603216,683777,152.137422,368.02,370.4,360.87,363.38,105884493,771522,364.580711,283.84,288.67,277.51,282.94,61925200,857133,283.48081
2022-09-28 04:00:00+00:00,147.64,150.6414,144.84,149.84,146695099,1142413,147.596911,364.38,372.3,362.6,370.53,109578062,704940,367.937105,283.08,289.0,277.57,287.81,54686456,739799,283.420537
2022-09-29 04:00:00+00:00,146.1,146.72,140.68,142.48,128135940,1067280,142.900091,366.81,367.11,359.7,362.79,112068880,789244,362.805405,282.76,283.65,265.78,268.21,77629009,1125573,271.393935
2022-09-30 04:00:00+00:00,141.28,143.1,138.0,138.2,124811605,945924,140.38297,361.8,365.91,357.04,357.18,152567865,847859,360.660373,266.145,275.57,262.47,265.25,67737771,927532,269.013225
2022-10-03 04:00:00+00:00,138.21,143.07,137.685,142.45,114312162,838786,141.213469,361.08,368.55,359.21,366.61,89052594,617784,364.70296,254.5,255.16,241.01,242.4,98363642,1539826,245.357718
2022-10-04 04:00:00+00:00,145.03,146.22,144.26,146.1,87880164,687505,145.490979,372.4,378.0,366.5677,377.97,102736573,683092,375.71818,250.52,257.5,242.01,249.44,110028529,1313286,249.704849
2022-10-05 04:00:00+00:00,144.075,147.38,143.01,146.4,79670966,605863,145.25079,373.39,379.46,370.95,377.09,87641027,581349,375.45694,245.01,246.6697,233.27,240.81,87581871,1172525,238.492134
2022-10-06 04:00:00+00:00,145.81,147.54,145.22,145.43,68389421,538566,146.073827,375.62,378.72,372.68,373.2,81289636,577715,374.901554,239.44,244.58,235.35,238.13,69296298,827199,239.35566
2022-10-07 04:00:00+00:00,142.54,143.1,139.445,140.09,85924489,666459,140.793188,368.97,373.2933,360.94,362.79,107239188,665841,365.065822,233.935,234.5715,222.02,223.07,83954799,1245277,226.463569
2022-10-10 04:00:00+00:00,140.42,141.89,138.5729,140.42,74899002,620863,140.197775,363.96,364.21,357.67,360.02,75459157,593460,360.745547,223.93,226.99,218.3582,222.96,67931370,890244,223.447869
2022-10-11 04:00:00+00:00,139.9,141.35,138.22,138.98,77032933,608696,139.54011,358.2311,363.03,355.71,357.74,91448816,688092,358.717517,220.945,225.75,215.0,216.5,77001007,925823,220.691891
2022-10-12 04:00:00+00:00,139.13,140.36,138.16,138.34,70844359,552566,139.088191,358.17,359.8179,356.3,356.56,76538522,549606,358.000408,215.33,219.2999,211.51,217.24,66948450,808928,215.6113
2022-10-13 04:00:00+00:00,134.99,143.59,134.372,142.99,112837594,869842,139.772537,349.205,367.51,348.11,365.97,145171940,1098996,359.798331,208.3,222.99,206.22,221.72,91291509,1153807,215.393423
2022-10-14 04:00:00+00:00,144.31,144.52,138.19,138.38,88580276,689155,139.922461,368.55,370.26,356.96,357.63,122920585,818595,361.365272,224.01,226.26,204.16,204.99,94265996,1282798,211.621166
2022-10-17 04:00:00+00:00,141.065,142.9,140.27,142.41,85251672,634584,141.952859,364.01,367.9799,357.2808,366.82,92765345,609955,365.954505,210.04,221.86,209.45,219.35,79428814,954631,217.475837
2022-10-18 04:00:00+00:00,145.49,146.7,140.61,143.75,99142686,785417,144.0619,375.13,375.45,367.52,371.13,96898206,675916,371.126991,229.5,229.82,217.25,220.19,75893644,841838,221.60861
2022-10-19 04:00:00+00:00,141.69,144.9492,141.5,143.86,61758889,511349,143.444075,368.99,371.85,365.55,368.5,79481512,531675,368.665769,219.8,222.93,217.78,222.04,67721429,864644,219.800605
2022-10-20 04:00:00+00:00,143.02,145.89,142.65,143.39,64521989,517760,144.207239,368.03,372.67,364.61,365.41,87963935,634944,367.710482,208.28,215.55,202.0,207.28,117818014,1546087,208.575912
2022-10-21 04:00:00+00:00,142.87,147.8479,142.649,147.27,86549149,621572,145.519084,365.12,374.8,363.54,374.29,130542269,718723,369.862865,206.415,214.66,203.8,214.44,75913254,903061,210.289192
2022-10-24 04:00:00+00:00,147.185,150.23,146.0,149.45,75968735,652872,148.374492,375.89,380.06,373.11,378.87,85131661,624488,377.367392,205.82,213.5,198.5863,211.25,100819020,1305129,205.638853
2022-10-25 04:00:00+00:00,150.09,152.49,149.36,152.34,74782289,581422,151.435017,378.79,385.25,378.671,384.92,78656471,598158,382.99185,210.1,224.3498,210.0,222.415,96507697,1050829,219.992889
2022-10-26 04:00:00+00:00,150.96,151.99,148.04,149.35,88834489,693414,150.040815,381.62,387.58,381.35,382.02,103779972,657066,383.877161,219.4,230.6,218.2,224.64,85275380,921830,226.572058
2022-10-27 04:00:00+00:00,148.07,149.046,144.13,144.8,109198287,944054,145.31176,383.07,385.0,379.33,379.98,81650038,599316,381.33949,229.77,233.81,222.85,225.09,61644674,740945,226.138713
2022-10-28 04:00:00+00:00,148.2,157.5,147.82,155.74,164513407,1226015,154.587167,379.87,389.52,379.68,389.02,100160252,597379,385.648651,225.4,228.86,216.35,228.52,69040080,793069,224.185539
2022-10-31 04:00:00+00:00,153.155,154.24,151.92,153.34,97925458,726580,153.279315,386.44,388.4,385.26,386.21,94154112,590831,386.87683,226.195,229.85,221.94,227.54,61560070,717792,226.621743
2022-11-01 04:00:00+00:00,155.08,155.45,149.13,150.65,80379345,650595,150.980742,390.14,390.39,383.29,384.52,83777606,541297,385.596075,234.05,237.3951,227.28,227.82,62689105,701489,230.789246
2022-11-02 04:00:00+00:00,148.945,152.17,145.0,145.03,92496880,777052,148.197608,383.9,388.62,374.76,374.87,123496452,864897,381.528192,226.04,227.8699,214.82,214.98,62280057,792864,222.001618
2022-11-03 04:00:00+00:00,142.06,142.8,138.75,138.88,97919272,871801,140.11452,371.465,374.2,368.79,371.01,85657400,641406,372.172239,211.36,221.2,210.14,215.31,56564458,644110,216.337973
2022-11-04 04:00:00+00:00,142.09,142.67,134.38,138.38,141120882,1161509,137.350038,377.0,378.87,370.0,376.35,103253613,703500,374.233909,222.6,223.8,203.08,207.47,98610606,1202534,211.126543
2022-11-07 05:00:00+00:00,137.11,139.145,135.671,138.92,83385027,715006,137.466882,377.71,380.57,375.53,379.95,68127819,478350,378.30676,208.65,208.9,196.66,197.08,93916520,1347595,200.052666
2022-11-08 05:00:00+00:00,140.41,141.43,137.49,139.5,89888299,637129,139.570077,381.11,385.12,377.72,382.0,84098301,598556,381.930966,194.02,195.2,186.75,191.3,128793328,1540263,191.418801
2022-11-09 05:00:00+00:00,138.5,138.55,134.5933,134.87,74918639,633362,135.989576,379.93,381.14,373.61,374.13,77996412,589795,377.164224,190.775,195.89,177.12,177.59,127091096,1577358,184.532292
2022-11-10 05:00:00+00:00,141.24,146.87,139.5,146.87,118840819,874900,144.132248,388.05,395.04,385.642,394.69,140583569,958964,389.407249,189.9,191.0,180.03,190.72,132688259,1406900,187.607522
2022-11-11 05:00:00+00:00,145.82,150.01,144.37,149.7,93993056,742242,148.193332,395.59,399.35,393.61,398.51,93424999,650078,396.974145,186.0,196.52,182.59,195.97,114428299,1168921,191.469459
2022-11-14 05:00:00+00:00,148.97,150.28,147.43,148.28,73372771,576279,148.723597,396.66,400.1799,394.83,395.12,71676295,526259,397.620023,192.77,195.73,186.34,190.95,92244352,953180,191.872233
2022-11-15 05:00:00+00:00,152.215,153.59,148.5613,150.04,89767604,702845,151.2372,401.15,402.31,394.49,398.49,92409003,743707,398.79319,195.88,200.8237,192.06,194.42,91429138,983835,196.661098
2022-11-16 05:00:00+00:00,149.13,149.87,147.29,148.79,64218266,472247,148.659645,396.78,397.78,394.79,395.45,67912256,480807,396.093557,191.51,192.57,185.66,186.92,66573580,812208,188.349066
2022-11-17 05:00:00+00:00,146.43,151.48,146.15,150.72,80440397,563714,149.708542,390.46,394.95,390.14,394.24,74165955,496852,392.809764,183.96,186.16,180.9,183.17,64335970,772735,183.559821
2022-11-18 05:00:00+00:00,152.305,152.7,149.97,151.29,74829573,514103,151.194437,397.74,397.81,393.04,396.03,92449201,522023,395.406321,185.05,185.19,176.55,180.19,76047596,944030,179.159575
2022-11-21 05:00:00+00:00,150.16,150.37,147.715,148.01,58724070,504777,148.481669,394.64,395.82,392.68,394.59,51075316,400011,394.535378,175.85,176.77,167.54,167.87,92895193,1250525,170.881764
2022-11-22 05:00:00+00:00,148.13,150.42,146.925,150.18,51804132,405185,149.195665,396.63,400.07,395.1527,399.9,60208967,414881,398.2373,168.63,170.92,166.185,169.91,78482076,863696,168.913691
2022-11-23 05:00:00+00:00,149.45,151.83,149.34,151.07,58318894,444424,150.787296,399.55,402.93,399.31,402.42,67901797,473556,401.583216,173.57,183.62,172.5,183.2,109536581,1195367,179.495164
2022-11-25 05:00:00+00:00,148.305,148.88,147.12,148.11,35195860,319570,148.166814,401.83,402.91,401.535,402.33,30529502,184520,402.272986,185.06,185.2,180.63,182.86,50672739,584237,182.931705
2022-11-28 05:00:00+00:00,145.14,146.64,143.38,144.22,69346522,614357,144.782015,399.09,400.81,395.11,395.91,67918195,440632,397.879853,179.96,188.5,179.0,182.92,93038302,975429,184.795905
2022-11-29 05:00:00+00:00,144.29,144.81,140.355,141.17,83790799,713282,142.050897,396.05,397.3,393.3,395.23,52230414,420557,395.17542,184.99,186.38,178.75,180.83,83766341,883443,182.489217
2022-11-30 05:00:00+00:00,141.395,148.72,140.55,148.03,111885406,706282,145.153909,395.49,407.68,393.48,407.68,140947055,807373,401.667386,182.43,194.76,180.6301,194.7,109105440,982454,187.497984
2022-12-01 05:00:00+00:00,148.21,149.13,146.61,148.31,71250381,525985,148.105003,408.77,410.0,404.75,407.38,76270288,599125,407.368696,197.08,198.92,191.8,194.7,80104611,855150,195.127022
2022-12-02 05:00:00+00:00,145.96,148.0,145.65,147.81,65537445,464551,146.85862,402.25,407.86,402.14,406.91,85175880,572985,405.102714,191.78,196.25,191.11,194.86,73645922,833601,193.446005
2022-12-05 05:00:00+00:00,147.77,150.9199,145.77,146.63,68826442,586791,147.638418,403.95,404.93,398.17,399.59,77194567,552420,401.472426,189.44,191.27,180.55,182.45,93125754,1142292,184.658016
2022-12-06 05:00:00+00:00,147.075,147.3,141.92,142.91,64727240,537304,143.790242,399.42,399.99,391.64,393.83,77893729,613342,394.835364,181.215,183.65,175.33,179.82,92164692,958141,178.534057
2022-12-07 05:00:00+00:00,142.19,143.37,140.0,140.94,69705738,565202,141.160137,392.94,395.64,391.97,393.16,65695997,484093,393.437536,175.03,179.38,172.218,174.04,84193502,967702,174.175255
2022-12-08 05:00:00+00:00,142.36,143.52,141.1,142.65,62128338,456121,142.515322,395.14,397.36,393.2684,396.24,60665241,463070,395.706175,172.2,175.2,169.06,173.44,97724061,990874,172.288443
2022-12-09 05:00:00+00:00,142.34,145.57,140.9,142.16,76109466,530234,143.220726,394.94,397.62,393.15,393.28,81417048,485155,395.186953,173.84,182.5,173.36,179.05,104872336,1092808,179.49603
2022-12-12 05:00:00+00:00,142.7,144.5,141.06,144.49,70462654,492710,143.006261,394.11,398.95,393.412,398.95,75317792,441574,396.178054,176.1,177.37,167.52,167.82,109794520,1292531,170.425116
2022-12-13 05:00:00+00:00,149.5,149.9692,144.24,145.47,94179520,704324,146.601647,410.22,410.49,399.07,401.97,123026229,887537,403.567729,174.87,175.05,156.91,160.95,175683356,2028317,163.800417
2022-12-14 05:00:00+00:00,145.35,146.655,141.16,143.21,81781989,590942,144.254407,401.61,405.5,396.31,399.4,105972841,832838,401.14191,159.25,161.62,155.31,156.8,140179912,1518234,158.137227
2022-12-15 05:00:00+00:00,141.11,141.8,136.025,136.5,99500030,879348,137.645266,394.3,395.25,387.885,389.63,114610214,848171,390.92506,153.44,160.9299,153.28,157.67,122381629,1220438,157.587164
2022-12-16 05:00:00+00:00,136.685,137.65,133.73,134.51,160026698,819250,134.946521,385.18,386.575,381.04,383.27,119265226,743779,383.743817,159.635,160.99,150.04,150.23,138901447,1252297,152.100224
2022-12-19 05:00:00+00:00,135.11,135.2,131.32,132.37,79592614,705820,132.466679,383.47,383.82,378.28,380.02,79845479,520951,380.603155,154.0,155.25,145.82,149.87,139382938,1358242,150.549854
2022-12-20 05:00:00+00:00,131.39,133.25,129.89,132.3,77435044,640695,131.848903,379.23,382.23,377.85,380.54,74331859,512965,380.629914,146.05,148.47,137.66,137.8,159630467,1664086,142.69224
2022-12-21 05:00:00+00:00,132.98,136.81,132.75,135.45,85928092,588684,135.315015,383.25,387.41,382.69,386.23,78096644,477677,385.47042,139.335,141.26,135.89,137.57,145485531,1332561,138.716039
2022-12-22 05:00:00+00:00,134.352,134.56,130.3,132.23,77858360,643296,131.898289,383.05,386.2134,374.77,380.72,100004622,678687,379.622766,136.0,136.63,122.26,125.35,210195752,2021112,127.751715
2022-12-23 05:00:00+00:00,130.92,132.415,129.64,131.86,63826892,541275,131.152093,379.65,383.06,378.03,382.91,58757557,441157,381.501493,126.37,128.6173,121.02,123.15,167075232,1560091,123.918784
2022-12-27 05:00:00+00:00,131.38,131.41,128.72,130.03,69007830,608331,129.952171,382.79,383.15,379.65,381.4,51494435,427772,381.77669,117.495,119.67,108.76,109.1,208643493,2057258,113.445314
2022-12-28 05:00:00+00:00,129.67,131.0275,125.87,126.04,85440007,762246,127.591763,381.33,383.39,376.42,376.66,70660057,500857,379.062108,110.35,116.27,108.24,112.71,221244165,2046314,111.945593
2022-12-29 05:00:00+00:00,127.99,130.4814,127.73,129.61,75818001,598206,129.489724,379.63,384.35,379.08,383.44,64517045,480519,382.399055,120.385,123.57,117.495,121.82,221925423,1902589,120.553895
2022-12-30 05:00:00+00:00,128.41,129.95,127.43,129.93,77779765,592064,128.804124,380.64,382.58,378.43,382.43,83474793,544591,381.220108,119.95,124.48,119.75,123.18,157730398,1506289,122.133764
2023-01-03 05:00:00+00:00,130.28,130.9,124.17,125.07,112084324,1020782,125.725146,384.37,386.43,377.831,380.82,74330774,585048,380.96115,118.47,118.8,104.64,108.1,231380437,2539823,109.507947
2023-01-04 05:00:00+00:00,126.89,128.6557,125.08,126.36,89072202,769281,126.646333,383.18,385.88,380.0,383.76,85425119,628498,383.151245,109.11,114.59,107.52,113.64,180362168,1651730,111.7985
2023-01-05 05:00:00+00:00,127.13,127.74,124.76,125.02,81246605,663745,126.088261,381.72,381.76,378.76,379.38,76079710,523811,380.264217,110.51,111.75,107.1601,110.34,157825186,1334959,109.654634
2023-01-06 05:00:00+00:00,126.01,130.29,124.89,129.62,87758343,711520,128.198067,382.61,389.25,379.4127,388.08,103741286,683816,385.248218,103.0,114.39,101.81,113.06,220931001,2015330,109.025919
2023-01-09 05:00:00+00:00,130.465,133.41,129.89,130.15,70832518,647372,131.628178,390.37,393.7,387.67,387.86,73999806,550008,390.361862,118.96,123.52,117.11,119.77,190534048,1746068,121.034846
2023-01-10 05:00:00+00:00,130.26,131.2636,128.12,130.73,63924884,555791,129.822614,387.25,390.65,386.27,390.58,65367664,472370,389.08215,121.07,122.76,114.92,118.85,167827711,1405221,117.840067
2023-01-11 05:00:00+00:00,131.25,133.51,130.46,133.49,69546367,562444,132.308564,392.23,395.6,391.38,395.52,68906217,453257,393.30085,122.09,125.95,120.51,123.22,183956114,1513411,122.678008
2023-01-12 05:00:00+00:00,133.88,134.26,131.44,133.41,71379796,635331,133.171001,396.67,398.485,392.42,396.96,90153435,664983,396.31222,122.56,124.1311,117.0,123.56,169400992,1432274,121.037246
2023-01-13 05:00:00+00:00,132.03,134.92,131.66,134.76,57769049,536939,133.677962,393.62,399.1,393.34,398.5,63634516,465835,396.84019,116.55,122.63,115.6,122.4,180633086,1429419,119.475409
2023-01-17 05:00:00+00:00,134.83,137.29,134.13,135.94,63758760,596823,135.758775,398.48,400.23,397.06,397.77,62485876,436151,398.195099,125.695,131.7,125.02,131.49,186693607,1498969,129.360869
2023-01-18 05:00:00+00:00,136.815,138.61,135.03,135.21,69735052,579244,136.330575,399.01,400.12,391.28,391.49,99651010,643581,394.553482,136.555,136.68,127.01,128.78,196169620,1546052,130.762524
2023-01-19 05:00:00+00:00,134.08,136.25,133.77,135.27,58358070,492461,134.965652,389.36,391.08,387.26,388.64,87066127,549053,389.264685,127.26,129.99,124.3082,127.17,170495533,1159299,127.199584
2023-01-20 05:00:00+00:00,135.28,138.02,134.22,137.87,80246596,552231,136.37534,390.1,396.04,388.38,395.88,91806356,505915,392.598891,128.68,133.51,127.3466,133.42,138858136,991848,131.03535
2023-01-23 05:00:00+00:00,138.12,143.315,137.9,141.11,81782578,720202,141.211585,396.72,402.645,395.72,400.63,84187957,568843,399.770552,135.87,145.3793,134.27,143.75,204387316,1483335,141.163733
2023-01-24 05:00:00+00:00,140.305,143.16,140.3,142.53,66537342,500098,142.05092,398.88,401.15,397.64,400.2,59549719,434698,399.936054,143.0,146.5,141.1,143.89,159371763,1183461,143.497852
2023-01-25 05:00:00+00:00,140.89,142.43,138.81,141.86,65853903,537643,140.753668,395.95,400.7,393.56,400.35,84826825,583807,397.858257,141.905,146.41,138.07,144.43,195490688,1609374,143.421112
2023-01-26 05:00:00+00:00,143.17,144.25,141.9,143.96,54133367,473064,143.342998,403.13,404.92,400.03,404.75,72307597,521730,402.612043,159.965,161.42,154.76,160.27,235203487,2050894,157.809658
2023-01-27 05:00:00+00:00,143.155,147.23,143.08,145.93,70563928,560024,145.836598,403.655,408.16,403.44,405.68,68346180,496480,405.790293,162.43,180.68,161.17,177.9,306639843,2631367,172.966448
2023-01-30 05:00:00+00:00,144.955,145.55,142.85,143.0,64035195,551982,143.652231,402.8,405.13,400.28,400.59,74219199,515001,402.226146,178.05,179.77,166.5,166.66,231234830,2015822,172.26974
2023-01-31 05:00:00+00:00,142.7,144.34,142.28,144.29,65901236,469056,143.647315,401.13,406.53,400.77,406.48,86836885,513130,404.159126,164.57,174.3,162.78,173.22,197050625,1499772,170.789534
2023-02-01 05:00:00+00:00,143.97,146.61,141.32,145.43,77771182,695936,143.875311,405.211,413.67,402.35,410.8,101480517,833884,407.864239,173.89,183.805,169.93,181.41,214288327,1605548,175.855228
2023-02-02 05:00:00+00:00,148.9,151.18,148.17,150.82,118934268,1001832,149.365729,414.86,418.31,412.88,416.78,101669441,725256,415.525046,187.325,196.7501,182.61,188.27,217848204,1954535,190.511823
2023-02-03 05:00:00+00:00,148.03,157.38,147.83,154.5,154375619,1141351,154.244313,411.59,416.97,411.09,412.35,94736781,665742,413.767228,183.95,199.0,183.69,189.98,232728956,1969271,193.384916
2023-02-06 05:00:00+00:00,152.575,153.1,150.78,151.73,69971158,584464,152.095141,409.79,411.29,408.1,409.83,60311136,462046,409.992157,193.01,198.17,189.92,194.76,186443257,1595403,194.554292
2023-02-07 05:00:00+00:00,150.64,155.23,150.64,154.65,83369832,662993,153.420645,408.87,416.49,407.57,415.19,91002120,695977,411.997087,196.43,197.5,189.55,196.81,186229808,1550539,194.124949
2023-02-08 05:00:00+00:00,153.88,154.58,151.168,151.92,64635585,524915,152.407833,413.13,414.53,409.93,410.65,76239095,529629,411.925098,196.1,203.0,194.31,201.29,180958680,1579410,200.281601
2023-02-09 05:00:00+00:00,153.775,154.33,150.42,150.87,56050506,472901,152.276061,414.41,414.57,405.81,407.09,78709874,567083,409.794927,207.775,214.0,204.77,207.32,215976715,2126997,209.915852
2023-02-10 05:00:00+00:00,149.46,151.3401,149.22,151.01,57616163,443407,150.404179,405.86,408.44,405.01,408.04,70769715,489779,407.008915,202.225,206.2,192.89,196.89,204862297,1957749,198.120471
2023-02-13 05:00:00+00:00,150.952,154.26,150.92,153.85,62241849,507442,153.231292,408.72,412.97,408.24,412.83,64923047,427006,411.387098,194.415,196.3,187.61,194.64,172621659,1524609,193.301514
2023-02-14 05:00:00+00:00,152.12,153.77,150.86,153.2,61776837,529443,152.596091,411.24,415.05,408.511,412.64,88412194,628223,412.117226,191.94,209.82,189.44,209.25,217001311,1826246,201.836485
2023-02-15 05:00:00+00:00,153.11,155.5,152.88,155.33,65704101,521645,154.454035,410.35,414.06,409.47,413.98,61704828,428008,412.265318,211.755,214.66,206.11,214.24,182581331,1672692,211.616307
2023-02-16 05:00:00+00:00,153.51,156.33,153.3475,153.71,68198046,517226,154.713491,408.79,412.91,408.14,408.28,76448189,584066,410.320258,210.78,217.65,201.84,202.04,230915834,2123665,211.28706
2023-02-17 05:00:00+00:00,152.35,153.0,150.85,152.55,59182712,468581,152.045308,406.06,407.51,404.05,407.26,89259121,562618,406.132976,199.985,208.44,197.5,208.31,213738549,1836022,202.964408
2023-02-21 05:00:00+00:00,150.2,151.3,148.405,148.48,58914102,510373,149.354555,403.06,404.16,398.82,399.09,82677599,559698,401.142013,204.99,209.71,197.22,197.37,180344131,1818482,202.402231
2023-02-22 05:00:00+00:00,148.87,149.95,147.16,148.91,51014584,429776,148.549352,399.52,401.13,397.02,398.54,83742293,568097,398.909602,197.93,201.99,191.78,200.86,191926222,1620642,197.461913
2023-02-23 05:00:00+00:00,150.09,150.34,147.24,149.4,48394407,425166,148.840804,401.56,402.2,396.25,400.66,95690251,736211,399.621557,203.91,205.14,196.33,202.07,146363697,1294334,200.639331
